t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
859890187.99,859890197.99,859890193.0227778,859890188.315,859890197.745,1.0764144451319178,0.39305600876265895,2.2174137569717506e-16,8.096953780510774e-17,20.00005120694604,0.33795335268598237,0.4933273921781094,0.38690929146798486,0.48023006600852414,7.970331404240488e-17,9.892739359775597e-17,21.11097710187405,0.876199347639421,,1.2378439605959541,0.36968862671699365,2.549958558827665e-16,7.61558571037007e-17,19.848335244758303,0.2837347086194768,0.38517116058687506,9.0,11.211394236585518,1.0,0.7942264076719378,9.05719508554846,1.4620986141233399,7.707081303348648,0.8029425823939721,477.3273010253906,298.4549560546875,127.63583914295712,214.94346082766666,52.99538984702222,15.777777671813965,0.0
859890197.99,859890207.99,859890202.9625,859890198.11,859890206.965,0.6285986424601668,0.4176368784429939,1.2949132034679437e-16,8.603319695925675e-17,20.584066403080914,0.5531400549321823,1.1854242262236383,0.25485076469224494,0.46432978946298986,5.2499257526602455e-17,9.565193662937591e-17,21.56428514737845,1.1263799874851408,,1.1057854338202142,0.3490580241670848,2.2779179936696414e-16,7.190595297841947e-17,19.970822837976314,0.29786350171102427,0.41182849961198187,8.0,10.035672436268264,3.0,2.3525111154790403,9.075605564451601,4.330759098950051,7.72274741812258,0.7974206342605266,476.8267822265625,299.85516357421875,126.21942295080477,214.94373240087498,52.9958889073625,15.625,0.0
859890207.99,859890217.99,859890214.89375,859890212.295,859890217.39,0.6156533662253687,0.4178619405128543,1.2682459344242594e-16,8.607955974564799e-17,20.60665935395379,0.5624516366298877,1.2328219936978186,0.2492048689922696,0.4636671859242121,5.1336203012407534e-17,9.551544030038769e-17,21.58860869159098,1.1411376675884846,,1.1001395381202388,0.34817160889710064,2.266287448527692e-16,7.172335143280274e-17,19.976380567121986,0.29853525029074035,0.41312113611443024,8.0,9.98409805381254,3.0,2.3884167489380705,9.075301548448971,4.3968581059996295,7.7224887203659724,0.801378011030166,476.874267578125,302.1191711425781,124.46007260760003,214.94420134287503,52.9952827031625,17.0,0.0
859890217.99,859890227.99,859890225.3062501,859890222.545,859890227.01,-0.2443575287894942,0.3864287431885433,-5.0337650930635806e-17,7.960432109683992e-17,,,,-0.2953994892625874,0.39363746571350244,-6.0852294788093e-17,8.10893179369815e-17,,,,0.5555351798653817,0.24739276641545752,1.1444024705226863e-16,5.096290988158425e-17,20.71822108421265,0.39991251921301085,0.6399002164123822,4.0,5.042537522680834,5.0,3.9440005597976557,9.07690044742576,7.260546485082047,7.723849278937755,0.7933188894654636,479.0128173828125,303.1287841796875,125.00823079011734,214.94533406275,52.9961187767,17.5,0.0
859890227.99,859890237.99,859890231.4616666,859890228.515,859890235.12,1.0828954583912456,0.3942548825678155,2.230764644285966e-16,8.121650580896998e-17,19.99353366922909,0.3370954168626632,0.49148480962036345,0.3964090509772398,0.4806437272430132,8.166026450131139e-17,9.901260781206072e-17,21.084641095200784,0.8622054167006681,,1.247343720105209,0.3705824066446113,2.569528063416731e-16,7.633997576878992e-17,19.84003463780367,0.2824313582542892,0.3827619157132247,9.0,11.329290032226893,1.0,0.8113598162893576,9.082733050735452,1.4936396618054082,7.728812443305243,0.7944859637410667,479.2989807128906,303.6783142089844,124.76456025541283,214.94388256566666,52.994707162299996,17.0,0.0
859890237.99,859890247.99,859890243.5911111,859890240.495,859890246.25,0.9345184520058388,0.416530327665251,1.925108011132028e-16,8.580524749904171e-17,20.153530297710727,0.40020787152328197,0.6406701947817552,0.403946836738596,0.48159599028786915,8.321304836815078e-17,9.920877399930104e-17,21.06418947107457,0.8522133950295654,,1.2548815058665652,0.3717697018828498,2.5850559020851244e-16,7.658455858786705e-17,19.833493202943156,0.28172930288075904,0.3814675727125483,9.0,11.393507729209983,2.0,1.5800281155175089,9.079349465224714,2.908688121748141,7.725933233088196,0.7902107292478164,481.8567810058594,303.330810546875,126.67069426732212,214.94385966933334,52.994610106522224,14.88888931274414,0.0
859890247.99,859890257.99,859890252.074,859890249.585,859890255.385,0.5276532886413187,0.306744992981397,1.0869657746011164e-16,6.318946855416779e-17,20.774128376852232,0.49756187941286,0.9453415605891351,-0.15998229531319821,0.41210785955405904,-3.2956352834518834e-17,8.489421906813615e-17,,,,0.690952373814771,0.27587266763534235,1.4233618900584283e-16,5.682976953288052e-17,20.481379716956226,0.3647494429925153,0.5532915314436515,5.0,6.273051854737114,1.0,0.8053453838464047,9.078848401812973,1.4825676384445177,7.725506860859714,0.7972361993078001,483.86358642578125,302.301025390625,128.7563232152805,214.94432771380002,52.995519981339996,17.399999618530273,0.0
859890257.99,859890267.99,859890264.0125002,859890260.465,859890266.325,0.8365377285614949,0.5218577522578846,1.7232677208366795e-16,1.0750269696512422e-16,20.273786168025435,0.5263517381975547,1.0615410599911712,0.8034594912432586,0.5253373300768844,1.6551265519611126e-16,1.082194899958382e-16,20.317590036433323,0.5462364878021049,1.1518209749660322,1.6543941603712278,0.4268992470192908,3.408051970364729e-16,8.794124488597389e-17,19.533402528856318,0.24923580029893344,0.3240482183573121,12.0,15.018522148423436,5.0,4.033043830935268,9.077958873508987,7.424467052403561,7.724749930386682,0.7991969180046565,485.0874938964844,300.272216796875,131.09352524130918,214.94388503474997,52.99573789889166,15.25,0.0
859890267.99,859890277.99,859890271.3233333,859890268.195,859890273.775,-5.733201851933211e+236,7.944518765851623e+117,-1.1810395814982414e+221,1.6365708657654342e+102,,,,-0.026091266156173038,0.4295139074444269,-5.374800828171645e-18,8.847986493355194e-17,,,,0.8248434029717961,0.301338575994682,1.6991774101219e-16,6.20757466549045e-17,20.289071236748274,0.3380926705748273,0.49362703713596545,6.0,7.492617241286629,2.8289608162679932e+237,2.8289608162679932e+237,9.083684508225161,5.207859684493351e+237,7.7296220714694375,0.8009545759229919,485.3079833984375,298.2981262207031,132.74307199145318,214.9437190825,52.99669167208333,16.0,0.0
859890277.99,859890287.99,859890281.2383332,859890278.41,859890287.235,-0.1430953542949825,0.44497807099381254,-2.947764298476639e-17,9.166548262472539e-17,,,,-0.0235165763105776,0.42992594771828374,-4.844414719978986e-18,8.856474522996645e-17,,,,0.8274180928173916,0.30186623639315147,1.7044812712038268e-16,6.21844446969892e-17,20.28568746698643,0.3376957209590863,0.4927735967661597,6.0,7.5131307388385675,6.0,4.787018962608076,9.08021084389883,8.812466726619412,7.726666210065249,0.7987120653924938,483.1693420410156,296.8567810058594,132.4977851890691,214.94222250516668,52.99538093581668,11.833333015441895,0.0
