t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
884360054.99,884360064.99,884360060.7972728,884360056.235,884360064.735,0.6941828301319911,0.4949057210005102,1.4300166300719016e-16,1.0195057852610511e-16,20.476315330850323,0.5843508249164486,1.35504113324696,0.35027710097352954,0.5329191133843253,7.215708280054709e-17,1.0978133735717101e-16,21.218970633339367,1.004113630523257,,1.4250414428726583,0.4023665873936072,2.935585372317676e-16,8.288751700308309e-17,19.695431263438337,0.2700200859905877,0.3602247913733301,11.0,12.543281529646897,4.0,3.4944972431317622,8.80204684037934,6.433051743038017,9.460126079765606,0.8771455069820452,303.7214050292969,467.6379089355469,117.66246034613603,149.04783346251963,2.0797399408158395,15.272727012634277,0.0
884360064.99,884360074.99,884360066.1583333,884360065.665,884360066.53,-0.7186052988260454,0.4124273443067212,-1.4803269155816535e-16,8.496003292718456e-17,,,,-0.684730742971005,0.4077396477764362,-1.4105453305202703e-16,8.399436744194585e-17,,,,0.3900335989281235,0.2103996888444016,8.034692137919344e-17,4.3342335901946727e-17,21.102244949096782,0.4684068524584859,0.8417842427347288,3.0,3.4364802658512694,6.0,5.306028810145987,8.81072880719836,9.767916673223294,9.46945714812024,0.8731087940213212,304.6771240234375,467.6543884277344,116.89126125580934,149.04824262582667,2.0803621438202167,16.0,0.0
884360074.99,884360084.99,884360080.2207143,884360075.725,884360084.425,0.1712991843245192,0.43168795275808663,3.5287631970850955e-17,8.892771826816584e-17,21.99561176252498,1.3663818822052605,,-0.16830167749487132,0.4742418962093098,-3.4670145563943494e-17,9.769383061911781e-17,,,,0.9064626644042573,0.32078035177360853,1.8673130886727698e-16,6.608075246536335e-17,20.186625197556403,0.32895162094870045,0.47421953067357947,7.0,7.985172884278255,4.0,3.5179202092942177,8.809158057851446,6.476171294382536,9.467768962732116,0.8769362060396538,305.0281677246094,466.8552551269531,116.14333413431406,149.04856683524628,2.0812327515161817,13.571428298950195,0.0
884360084.99,884360094.99,884360090.7837499,884360086.85,884360094.78,0.15659455491470328,0.3160036803234207,3.225847831242887e-17,6.509675814662465e-17,22.09305835811554,1.1992885970410576,,-0.5564423107788866,0.42516572853184686,-1.1462711602045065e-16,8.758414007756045e-17,,,,0.518322031120242,0.24251489796611417,1.0677433841076985e-16,4.995806898101952e-17,20.793500828033302,0.41672978800520966,0.6849854367886579,4.0,4.567962096863168,2.0,1.7316972957913075,8.812980777588205,3.187897294524907,9.471877485594257,0.8757198795618534,303.9127197265625,466.0321960449219,116.5890918776758,149.04831517748698,2.08042718844722,14.0,0.0
884360094.99,884360104.99,884360096.4864286,884360095.7,884360098.055,1.3682733739406545,0.9526095554289866,2.8186431503177484e-16,1.9623756841837124e-16,19.73956781039057,0.5737008959001884,1.2935766322204714,1.2091026377926162,0.9760177551967251,2.490751433852789e-16,2.0105965757052537e-16,19.873842078420896,0.642530503850054,1.7873726541020893,2.283866979691745,0.8048444508199863,4.704765978164994e-16,1.657979568689172e-16,19.18332298625394,0.3277663245127833,0.4717400403999221,7.0,8.052258395624422,2.0,1.7535465773331063,3.5257125161953353,3.2281198355450362,3.7893100921942002,0.8694836501428922,303.2856750488281,465.7701110839844,116.95883105931125,149.0481697169167,2.0801584782024043,14.428571701049805,4.0
884360144.99,884360154.99,884360150.8592857,884360145.995,884360154.895,0.5077906860547238,0.3781304572046419,1.0460488132727309e-16,7.789487418415622e-17,20.8157881731503,0.6042758396866184,1.4821948673582526,-0.19097070721325565,0.4714760785547737,-3.933996568593066e-17,9.712407218228338e-17,,,,0.883793634685873,0.31671372293765776,1.8206148874528983e-16,6.52430269251575e-17,20.214122826663765,0.3325348918852562,0.48176651558421923,7.0,7.786960574907431,2.0,1.799600125808802,8.810835775791881,3.312900231602567,9.46957211415026,0.8990359276600687,285.5231018066406,466.02197265625,132.15090273394046,149.048915698537,2.0809482344390124,14.0,0.0
884360154.99,884360164.99,884360159.0141668,884360155.72,884360164.765,0.5756561003326737,0.32809738201353134,1.1858515666853077e-16,6.758806069478745e-17,20.67959222169925,0.4897171810264709,0.916212214394843,-0.31258082939347703,0.45654567011395264,-6.439165085505627e-17,9.404840804347424e-17,,,,0.7621835125056516,0.29408006735440356,1.5700980357616424e-16,6.058049387500713e-17,20.374851125216576,0.35428188897574486,0.5292942811259458,6.0,6.717194465442056,1.0,0.8929737534580741,8.813093376107696,1.6438835006841819,9.471998502467958,0.8934638968069383,284.6336364746094,464.3652648925781,132.10709730277298,149.04686350858,2.0799120329199767,15.0,0.0
884360164.99,884360174.99,884360170.0625,884360166.65,884360174.08,0.8421554381250056,0.5545818889359139,1.7348402025375114e-16,1.1424386912079825e-16,20.266519356495113,0.5493062054704119,1.1666082998806466,0.7017696186929959,0.568760283107371,1.4456454145075716e-16,1.1716461832011843e-16,20.464513593434866,0.6444758198998208,1.8057810964211924,1.7765339605921247,0.4489466042069786,3.659659958819777e-16,9.248300046663758e-17,19.456066215079485,0.24462572989436282,0.31627601581393705,14.0,15.658770033217415,5.0,4.473780136492158,8.814224991228592,8.235822523996926,9.47321472204865,0.8941973896879497,283.9875183105469,464.5615539550781,132.76705222622124,149.0487582190235,2.080316348293068,12.357142448425293,0.0
884360174.99,884360184.99,884360180.1899999,884360174.995,884360184.835,-0.22185142238436156,0.4767727828960262,-4.570139301117848e-17,9.82151932765814e-17,,,,-0.18355562156812702,0.4721959380660115,-3.7812458043034165e-17,9.727236324159837e-17,,,,0.8912087203310016,0.3179239013134612,1.8358899638818634e-16,6.5492323670573e-17,20.205051431623392,0.33123627742617145,0.4790224646123633,7.0,7.858008539951629,6.0,5.331131046471094,8.817248261476959,9.814127608276332,9.47646402510752,0.8909880571713285,282.3434143066406,463.2896423339844,133.59884349717436,149.0487272402743,2.0794708127604244,11.0,0.0
884360184.99,884360194.99,884360191.8800001,884360185.565,884360194.835,-0.34289685359640426,0.46091631048514614,-7.063675184085928e-17,9.49487599599401e-17,,,,-0.3092910198686498,0.4567645351460866,-6.371395009294186e-17,9.409349424009384e-17,,,,0.7654733220304788,0.2945916605916964,1.5768750433827863e-16,6.068588208188945e-17,20.37017485139812,0.3535060728836612,0.5275457058409359,6.0,6.751794599112241,6.0,5.310576277810906,8.820417909800657,9.776288147788259,9.47987065010219,0.8887219053337115,281.93731689453125,461.5177307128906,133.128615759821,149.047450699181,2.080538444428963,14.166666984558105,0.0
884360194.99,884360204.99,884360198.8810002,884360195.225,884360204.305,-0.10494300194746299,0.39493897786928084,-2.1618258401177377e-17,8.135742944107185e-17,,,,-0.4393653374375147,0.4403322079748144,-9.050925951212802e-17,9.070843484281177e-17,,,,0.6353990044616139,0.2684014890920474,1.3089219491909247e-16,5.5290706752961767e-17,20.572383674894173,0.3825651102886738,0.5959585150542104,5.0,5.6043237826015515,4.0,3.5471269938172645,8.8201645631318,6.529938329527236,9.479598362136365,0.8922658414665234,280.65869140625,461.82275390625,134.40387210724776,149.04869335461018,2.079582904335766,15.0,0.0
884360234.99,884360244.99,9.4e-323,3.255076226677777e-86,9.4e-323,-1.824518716346977,1.4401063834485204,-3.7585085556747723e-16,2.966619149903952e-16,,,,-1.0747643418991286,1.1052920304639826,-2.2140145443122048e-16,2.276901582755804e-16,,,,1.1e-322,1.1113793747425387e-161,0.0,2.2894415119696297e-177,824.989481655734,402.52413748767935,,9.4e-323,9.4e-323,1.0,0.8719170141227119,0.8797497901422227,1.6051199578168105,0.9455237042381024,9.4e-323,9.4e-323,9.4e-323,565.685424949238,160000.0,9.4e-323,9.4e-323,4.0
884360244.99,884360254.99,884360252.3616667,884360251.59,884360252.905,-1.5337524884851292,0.6527708845766347,-3.159530126279366e-16,1.3447080222278673e-16,,,,-0.5273072671155715,0.51280007982849,-1.0862529702580773e-16,1.0563681644466893e-16,,,,0.5474570747835571,0.2978983207005184,1.1277615740541275e-16,6.136705406430679e-17,20.7341248186875,0.4717231409101075,0.852943159418885,3.0,3.37725641261265,8.0,6.974248744074495,6.168988525626204,12.838957915228047,6.630208892927922,0.8883269244102928,282.4384460449219,455.0711669921875,129.82123247841298,149.04874607016964,2.0787255936638034,14.333333015441895,0.0
884360254.99,884360264.99,884360257.25,884360255.095,884360259.015,-0.0839345859573042,0.4915331070492703,-1.7290524707204665e-17,1.0125582005214968e-16,,,,-0.050930599346686846,0.48771301384884275,-1.049170346541749e-17,1.004688808528616e-16,,,,1.0238337425524418,0.34065473306059774,2.10909750965803e-16,7.017487501048313e-17,20.05442640369903,0.3118510836903674,0.4392373105657654,8.0,9.032958650956505,6.0,5.309054525149241,8.82268114004245,9.773486739479285,9.482303089263578,0.8857155649179561,281.7130126953125,454.54364013671875,130.2567466390251,149.0478346572175,2.0798934222211036,13.0,0.0
884360264.99,884360274.99,884360268.757,884360265.435,884360274.02,0.15085876870041456,0.6130339679903442,3.10769063522854e-17,1.2628499740601089e-16,22.133573603223223,1.7611545548530998,,-0.0047331301336331726,0.6365578311633765,-9.750248075284335e-19,1.3113091321965555e-16,,,,1.0700312117654955,0.4496174290344107,2.2042642962369206e-16,9.26211903810886e-17,20.00650888546027,0.3808668503863082,0.5917875213700157,5.0,5.6637831322546734,3.0,2.642864048651062,5.293100864702561,4.865272453198545,5.688836067457757,0.8828628617928963,280.04827880859375,453.93701171875,131.52040393007252,149.0481148533034,2.079364874302044,14.0,0.0
884360274.99,884360284.99,884360281.7084613,884360276.485,884360284.025,0.17608859690573225,0.5981020808107443,3.627425096258084e-17,1.2320902864701333e-16,21.965671917595483,1.6077917614262809,,0.592143240834438,0.5573086645329273,1.2198150761189424e-16,1.14805584893783e-16,20.64893305929423,0.720160070576874,3.0760406094310433,1.6669075827335667,0.4345540619757086,3.433829620431147e-16,8.951813676699597e-17,19.52522119452334,0.25152486400400065,0.32794053003983237,13.0,14.714158052812811,8.0,7.148525440009847,8.827218860377982,13.159785469109035,9.487180069273718,0.8836905475063759,281.6619873046875,452.87371826171875,129.61294430532604,149.04805635617384,2.0800244701779564,13.769230842590332,0.0
884360284.99,884360294.99,884360288.1144444,884360285.635,884360291.675,0.5866786854973246,0.6622832629311147,1.2085580921244887e-16,1.3643035216380964e-16,20.65899922440142,0.8203722421956599,,0.5736293224393892,0.6638758183307534,1.1816764042251418e-16,1.367584185761352e-16,20.68342164192047,0.8347891712445268,,1.648393664338518,0.5165125728209169,3.395690948537347e-16,1.0640159000110888e-16,19.53734765842751,0.29594538755736366,0.40815032923474703,9.0,10.184977602967479,4.0,3.563483430765922,6.178728918528449,6.560049043000902,6.640677519895344,0.8839815139547565,282.8873291015625,453.0038757324219,128.54877878697934,149.04899355482976,2.081636892276694,13.0,0.0
884360294.99,884360304.99,884360298.8471428,884360296.14,884360303.745,0.19217610792754902,0.4804284619771358,3.95882782330751e-17,9.896826316728997e-17,21.870751516177062,1.3601510505104812,,-0.06253363529501467,0.5127349107390186,-1.2881928870773021e-17,1.0562339161223782e-16,,,,1.012230706604114,0.3570852677710566,2.0851952556044748e-16,7.355956516083766e-17,20.066801230632567,0.3280604172452364,0.47235446491784217,7.0,8.035541523673274,4.0,3.5362753023447757,7.938448686892083,6.509961352043791,8.531961578667572,0.871283779836286,282.47052001953125,451.0049743652344,128.11981140509698,149.04735998650312,2.08145158083432,15.0,0.0
884360304.99,884360314.99,884360308.1312499,884360305.145,884360311.695,0.3992241605509974,0.6381288865891247,8.224017707350547e-17,1.314545506373597e-16,21.07695795906496,1.0367744265339525,,0.38304080423346865,0.6401775619422588,7.890640567209454e-17,1.3187657776010532e-16,21.121887398567253,1.0668082157532943,,1.4578051461325972,0.48570156465244385,3.0030786010331503e-16,1.0005452231840344e-16,19.670751302553104,0.3122164139446646,0.4399673394817363,8.0,9.00865495092308,4.0,3.5534664579976254,6.1796015570545135,6.541608706768356,6.641615400666525,0.8881446649430184,280.82904052734375,450.8514404296875,129.56691929426867,149.04764252944648,2.0801277035908026,14.375,0.0
884360344.99,884360354.99,884360346.39,884360346.14,884360346.81,1.0080276983372978,1.2707542704474715,2.0765370585748333e-16,2.617753797121791e-16,20.071318835723808,0.8855757716635431,,0.8549487653516945,1.3044189293817197,1.7611944566244907e-16,2.6871029945263424e-16,20.250149776313325,1.0059662758465002,,1.9297131072508231,1.0453915650440548,3.9752090009366957e-16,2.153506623990753e-16,19.366268133179165,0.47002375817284303,0.8472063552623794,3.0,3.4074344529782623,1.0,0.8840669057590891,1.7657725597525133,1.6274868037837775,1.8977893831259498,0.880445186432766,292.3290710449219,438.9948425292969,114.51474440409035,149.04627308540867,2.081524959497347,14.0,4.0
884360354.99,884360364.99,884360359.7025001,884360356.195,884360364.815,0.6611780074621723,0.39753217099537064,1.362026695372075e-16,8.189162722504635e-17,20.52920400162273,0.5111467226582036,0.9982437051764244,-0.04676020149192069,0.4880983365293867,-9.632601507335663e-18,1.0054825732505366e-16,,,,1.0280041404072078,0.3412785791640847,2.117688529238848e-16,7.030338730780145e-17,20.050012840413185,0.31124565883643385,0.43802912716423137,8.0,9.073433646923107,2.0,1.7587525046864148,8.8262617729623,3.237703474536354,9.486151425847261,0.8819755993742044,284.97509765625,439.9617004394531,121.7689026853811,149.05004919082012,2.0819074895872314,15.125,0.0
884360364.99,884360374.99,884360370.969375,884360366.45,884360374.92,0.8474238677104211,0.3709940042446107,1.7456931674834675e-16,7.64247648743898e-17,20.259748270624694,0.39423892231983615,0.6252542893513571,-0.04342732549218308,0.48839777936017026,-8.946029051389715e-18,1.0060994254819507e-16,,,,1.0313370164069455,0.34177032335995855,2.1245542537983077e-16,7.040468661215146e-17,20.046498486041823,0.3107597075865769,0.4370608230970596,8.0,9.10610203954567,1.0,0.8820888742716777,8.829414531508078,1.6238454276364975,9.489539898310882,0.8785995063352462,282.3468322753906,437.09625244140625,123.36287861764416,149.04735827344575,2.07926814543756,14.5,0.0
884360374.99,884360384.99,884360379.75,884360375.84,884360384.26,-0.38737744293638043,0.49759519787102174,-7.979975324489436e-17,1.0250461076143047e-16,,,,-0.17530796983894167,0.4728464467910288,-3.6113441786821984e-17,9.740636803895193e-17,,,,0.8994563720601869,0.319162846058369,1.852880126443985e-16,6.5747546288024e-17,20.195049742922336,0.32971980002810497,0.475830943527658,7.0,7.942103591113076,7.0,6.1722792549091645,8.829893075215917,11.362604991991871,9.490054220024108,0.8814328480017214,283.54638671875,436.7647399902344,122.11916374102987,149.047800663569,2.081703030987097,14.857142448425293,0.0
884360384.99,884360394.99,884360390.3279998,884360387.75,884360393.855,0.8112404024934122,0.5862105418966751,1.6711552291364292e-16,1.2075937163071507e-16,20.307126070375105,0.5904674991511847,1.3922735517694882,0.8484315671169972,0.5826079123637298,1.747769028261014e-16,1.2001722994692833e-16,20.258457953259743,0.5675869913351441,1.2600579849101194,1.9231959090161257,0.46663273991945353,3.961783572573219e-16,9.612634442340743e-17,19.36994118374727,0.2358580914632924,0.30173550596981613,15.0,16.986215905811104,6.0,5.3349233115571275,8.832285793755126,9.821108823548348,9.492625828590251,0.8832103314244459,281.91619873046875,435.345703125,123.26030525543406,149.04793033172407,2.079882369353615,14.600000381469727,0.0
884360394.99,884360404.99,884360399.6393334,884360395.24,884360403.855,0.8442115164903666,0.5847703936886522,1.7390757239701553e-16,1.2046270109986236e-16,20.263871819052397,0.5714386465246513,1.2810311429577048,0.8565062448947228,0.5835781896589639,1.764402864483129e-16,1.2021710706974657e-16,20.248173665478134,0.5641435561081565,1.2417058829632168,1.9312705867938516,0.4677605637765855,3.978417408795334e-16,9.63586761379766e-17,19.365392184377637,0.2354819022891057,0.30111856288269223,15.0,17.04664998428544,6.0,5.212147763753984,8.826650237854547,9.595090201456198,9.48656893406153,0.8800569018822697,281.5998840332031,435.5907287597656,123.63368244375056,149.04939925060742,2.081229693913397,13.333333015441895,0.0
