      9105.00     0.116809
      9130.00     0.122750
      9155.00     0.118988
      9180.00    0.0978721
      9205.00    0.0727388
      9230.00    0.0663721
      9255.00     0.102039
      9280.00     0.196434
      9305.00     0.320922
      9330.00     0.426419
      9355.00     0.463715
      9380.00     0.419686
      9405.00     0.359991
      9430.00     0.359084
      9455.00     0.403349
      9480.00     0.386790
      9505.00     0.354560
      9530.00     0.364691
      9555.00     0.349005
      9580.00     0.298824
      9605.00     0.252776
      9630.00     0.202043
      9655.00     0.142996
      9680.00    0.0964472
      9705.00    0.0842936
      9730.00     0.107299
      9755.00     0.120806
      9780.00     0.108979
      9805.00    0.0832381
      9830.00    0.0556910
      9855.00    0.0384567
      9880.00    0.0380068
      9905.00    0.0395822
      9930.00    0.0409343
      9955.00    0.0422881
      9980.00    0.0435306
      10005.0    0.0446613
      10030.0    0.0456799
      10055.0    0.0466996
      10080.0    0.0474933
      10105.0    0.0482876
      10130.0    0.0489688
      10155.0    0.0496506
      10180.0    0.0501052
      10205.0    0.0505601
      10230.0    0.0510152
      10255.0    0.0512429
      10280.0    0.0514705
      10305.0    0.0516983
      10330.0    0.0518121
      10355.0    0.0518121
      10380.0    0.0518121
      10405.0    0.0516983
      10430.0    0.0515844
      10455.0    0.0514705
      10480.0    0.0512429
      10505.0    0.0510152
      10530.0    0.0506739
      10555.0    0.0503327
      10580.0    0.0498779
      10605.0    0.0495369
      10630.0    0.0490824
      10655.0    0.0485146
      10680.0    0.0480605
      10705.0    0.0474933
      10730.0    0.0469263
      10755.0    0.0463596
      10780.0    0.0457932
      10805.0    0.0451139
      10830.0    0.0445481
      10855.0    0.0438696
      10880.0    0.0433045
      10905.0    0.0426268
      10930.0    0.0419494
      10955.0    0.0413854
      10980.0    0.0407088
      11005.0    0.0400327
      11030.0    0.0394696
      11055.0    0.0389068
      11080.0    0.0382318
      11105.0    0.0376696
      11130.0    0.0371077
      11155.0    0.0365461
      11180.0    0.0360970
      11205.0    0.0356481
      11230.0    0.0350873
