5153.05619146921,3.0600926e-16
5155.352373800918,-3.1777307e-16
5157.648556132626,-1.2322608e-16
5159.9447384643345,1.972282e-17
5162.240920796043,1.141852e-16
5164.537103127751,-1.385584e-17
5166.833285459459,1.69618e-16
5169.129467791167,2.4276507e-17
5171.425650122876,-1.2574666e-16
5173.721832454584,-1.4362288e-16
5176.018014786292,5.622014e-17
5178.314197118,2.4498633e-16
5180.6103794497085,1.5201702e-16
5182.906561781417,2.974517e-17
5185.202744113125,1.7088686e-16
5187.498926444833,1.2123384e-16
5189.795108776541,6.322176e-17
5192.09129110825,6.662158e-17
5194.387473439958,6.13273e-17
5196.683655771666,1.4009113e-17
5198.979838103373,-7.0070006e-17
5201.276020435082,2.2209995e-16
5203.57220276679,2.1557843e-16
5205.868385098498,1.0869056e-16
5208.164567430206,-9.439192e-17
5210.4607497619145,1.341874e-16
5212.756932093623,6.805459e-17
5215.053114425331,3.3189788e-17
5217.349296757039,2.8195334e-18
5219.645479088747,-6.7384634e-17
5221.941661420456,3.1902265e-16
5224.237843752164,1.1408299e-16
5226.534026083872,2.1112422e-17
5228.83020841558,3.0305883e-16
5231.1263907472885,8.623278e-17
5233.422573078997,1.1256945e-16
5235.718755410705,5.3875114e-17
5238.014937742413,1.0772613e-17
5240.311120074121,2.2923036e-16
5242.60730240583,1.9153142e-16
5244.903484737538,2.0735274e-16
5247.199667069246,1.5673324e-16
5249.495849400954,5.4911346e-17
5251.7920317326625,1.8930386e-16
5254.088214064371,1.7844472e-16
5256.384396396079,1.9517714e-16
5258.680578727787,5.5198848e-17
5260.976761059495,1.8553764e-16
5263.272943391204,2.2944775e-16
5265.569125722912,2.450498e-16
5267.86530805462,2.3936812e-16
5270.161490386328,1.6152238e-16
5272.4576727180365,1.1430593e-16
5274.753855049745,2.339512e-16
5277.050037381453,1.1896322e-16
5279.346219713161,1.7655952e-16
5281.642402044869,1.8041917e-16
5283.938584376578,2.0511509e-16
5286.234766708285,1.8282824e-16
5288.530949039993,1.7006162e-16
5290.827131371701,1.2934539e-16
5293.12331370341,2.7438322e-16
5295.419496035118,2.834524e-16
5297.715678366826,2.232008e-16
5300.011860698534,1.1098971e-16
5302.3080430302425,1.900794e-16
5304.604225361951,1.4466241e-16
5306.900407693659,9.6241075e-17
5309.196590025367,2.1093259e-16
5311.492772357075,3.6670018e-16
5313.788954688784,3.289202e-16
5316.085137020492,2.733082e-16
5318.3813193522,2.0232715e-16
5320.677501683908,1.0217893e-16
5322.9736840156165,2.583802e-16
5325.269866347325,1.9755764e-16
5327.566048679033,4.4736852e-17
5329.862231010741,1.560007e-16
5332.158413342449,2.3615538e-16
5334.454595674158,1.6201212e-16
5336.750778005866,3.240882e-16
5339.046960337574,3.0541438e-16
5341.343142669282,1.5414815e-16
5343.6393250009905,1.4372872e-16
